,ResourceID,Statement of Responsibility,Language,Publisher,Date of Publication,Publication Location Name,Contributor,Subject(s),Bibliographic Item Description text,Bibliographic Source Title,Page(s),Resource ID,Language.1,External Cross Reference Source,Title Type,External Cross Reference Number,Journal or Serial ,Bibliographic Source Type,External Cross Reference Notes,Copyright Type,Editor,Volume number/part,Copyright Description,File,Author,Period(s),Bibliographic Item Description Type
73,0356cd77-ddf1-4ff7-b7af-60aaf2b7ee1a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
74,036e6efd-90be-4719-918c-54e01733124a,,English,Society for Lincolnshire History and Archaeology,1999.0,,,,,"Lincoln: The Sessions House, Monks Road",,036e6efd-90be-4719-918c-54e01733124a,English,Lincoln Heritage Database (Sources),Primary,1643,,Article,,,,,,,,,
75,036e6efd-90be-4719-918c-54e01733124a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
76,03865446-7762-4118-8bca-45017415a9c2,"Jarvis, M.",English,City of Lincoln Archaeology Unit,2003.0,,,,,"The Former Anchor Street Works, Anchor Street, Lincoln. Archaeological Evaluation. Interim Report",,03865446-7762-4118-8bca-45017415a9c2,English,Lincoln Heritage Database (Sources),Primary,1754,,Evaluation Report,,,,,,,,,
77,03865446-7762-4118-8bca-45017415a9c2,,English,,,,,,,,,,English,,,,,,,,,,,,,,
78,0392fe20-5f43-4e43-8cb9-ed81e0099962,,English,Society for the Promotion of Roman Studies,1924.0,,,,,Roman Britain in 1924,,0392fe20-5f43-4e43-8cb9-ed81e0099962,English,Lincoln Heritage Database (Sources),Primary,1179,,Article,,,,,,,,,
79,0392fe20-5f43-4e43-8cb9-ed81e0099962,,English,,,,,,,,,,English,,,,,,,,,,,,,,
80,039b9e0a-ee9d-44a4-ae0c-2a387288282e,"Heslop, T. A.",English,Society of Antiquaries,1986.0,,,,,A walrus ivory seal matrix from Lincoln (late 11th century),,039b9e0a-ee9d-44a4-ae0c-2a387288282e,English,Lincoln Heritage Database (Sources),Primary,226,,Article,,,,,,,,,
81,039b9e0a-ee9d-44a4-ae0c-2a387288282e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
82,039d67b5-65e5-4446-8662-e9edf1304766,"Gilmour, B. J. J. and Stocker, D. A.",English,Council for British Archaeology,1986.0,,,,,St Marks Church and Cemetery,,039d67b5-65e5-4446-8662-e9edf1304766,English,Lincoln Heritage Database (Sources),Primary,191,,Series,,,,,,,,,
83,039d67b5-65e5-4446-8662-e9edf1304766,,English,,,,,,,,,,English,,,,,,,,,,,,,,
84,03a44294-e9f5-41f5-9d08-9b5be18e3aa0,"Szynalska, Karolina",English,,2010.0,,,,,Sam Scorer. A lesser known architect of the twentieth century,,03a44294-e9f5-41f5-9d08-9b5be18e3aa0,English,Lincoln Heritage Database (Sources),Primary,1435,,Volume,,,,,,,,,
85,03a44294-e9f5-41f5-9d08-9b5be18e3aa0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
86,03b85065-88c4-4388-8f93-218077cb6fd8,"Cooper, F. J.",English,,1953.0,,,,,"Hilton House, Lincoln - A Question of Fashion in Art",,03b85065-88c4-4388-8f93-218077cb6fd8,English,Lincoln Heritage Database (Sources),Primary,2566,,Article,,,,,,,,,
87,03b85065-88c4-4388-8f93-218077cb6fd8,,English,,,,,,,,,,English,,,,,,,,,,,,,,
88,03bbd31a-51b2-4c8d-9fc9-d37c6a183c6f,,English,Society for Lincolnshire History and Archaeology,1999.0,,,,,Lincoln: 323 High Street,,03bbd31a-51b2-4c8d-9fc9-d37c6a183c6f,English,Lincoln Heritage Database (Sources),Primary,1652,,Article,,,,,,,,,
89,03bbd31a-51b2-4c8d-9fc9-d37c6a183c6f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
90,03bc7a63-4901-4386-b844-6b44922a08c0,Post Office,English,,1849.0,,,,,Directory of Lincolnshire,,03bc7a63-4901-4386-b844-6b44922a08c0,English,Lincoln Heritage Database (Sources),Primary,2355,,Volume,,,,,,,,,
91,03bc7a63-4901-4386-b844-6b44922a08c0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
92,03d29df6-8fc3-4395-bdaf-729975c76fb0,"Dallas, Carolyn",English,"Field Archaeology Division, Norfolk Museum Service",1993.0,,,,,Excavations in Thetford by B. K. Davison between 1964 and 1970,,03d29df6-8fc3-4395-bdaf-729975c76fb0,English,Lincoln Heritage Database (Sources),Primary,921,,Series,,,,,,,,,
93,03d29df6-8fc3-4395-bdaf-729975c76fb0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
94,03f355a6-739b-43c6-9104-c321b97f5e62,"Brann, M.",English,City of Lincoln Archaeology Unit,1992.0,,,,,Lincoln Bishops Old Palace 1992 Excavations: Summary Report. Archaeological Recording.,,03f355a6-739b-43c6-9104-c321b97f5e62,English,Lincoln Heritage Database (Sources),Primary,1243,,Excavation Report,,,,,,,,,
95,03f355a6-739b-43c6-9104-c321b97f5e62,,English,,,,,,,,,,English,,,,,,,,,,,,,,
96,03f557cc-23e7-408c-b8d1-9dc4959d6ec0,"Gilmour, B.",English,,1972.0,,,,,Lucy Tower 1972. Archive Report,,03f557cc-23e7-408c-b8d1-9dc4959d6ec0,English,Lincoln Heritage Database (Sources),Primary,1040,,Interim Report,,,,,,,,,
97,03f557cc-23e7-408c-b8d1-9dc4959d6ec0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
98,03fb2156-8896-4b4c-bf22-02ea7f9f20c8,"Marjoram, J. and Moore, C. N.",English,Society for Lincolnshire History and Archaeology,1975.0,,,,,"The Roman Aqueduct, Lincoln",,03fb2156-8896-4b4c-bf22-02ea7f9f20c8,English,Lincoln Heritage Database (Sources),Primary,988,,Article,,,,,,,,,
99,03fb2156-8896-4b4c-bf22-02ea7f9f20c8,,English,,,,,,,,,,English,,,,,,,,,,,,,,
100,04022de5-e812-4268-8080-32dd1325a754,,English,Society for Medieval Archaeology,1965.0,,,,,Medieval Archaeology 9,,04022de5-e812-4268-8080-32dd1325a754,English,Lincoln Heritage Database (Sources),Primary,4308,,Journal,,,,,,,,,
101,04022de5-e812-4268-8080-32dd1325a754,,English,,,,,,,,,,English,,,,,,,,,,,,,,
102,04028abf-fa21-4476-9ed2-8009a3036748,"Crowfoot, E.",English,,,,,,,O,,04028abf-fa21-4476-9ed2-8009a3036748,English,Lincoln Heritage Database (Sources),Primary,851,,Volume,,,,,,,,,
103,04028abf-fa21-4476-9ed2-8009a3036748,,English,,,,,,,,,,English,,,,,,,,,,,,,,
104,04251bbc-943b-4fec-85ab-bd1957d1b0a5,"Savage, R. D. & Sleap, J.",English,PCAS Archaeology,2012.0,,,,,"10 James Street, Lincoln. Scheme of Archaeological Mitigation",,04251bbc-943b-4fec-85ab-bd1957d1b0a5,English,Lincoln Heritage Database (Sources),Primary,2747,,Watching Brief Report,,,,,,,,,
105,04251bbc-943b-4fec-85ab-bd1957d1b0a5,,English,,,,,,,,,,English,,,,,,,,,,,,,,
106,043e0733-d98b-4ac8-954c-9f7b16240b1d,"Rosenau, H.",English,Archaeological Institute of Great Britain and Ireland,1937.0,,,,,The early synagogue,,043e0733-d98b-4ac8-954c-9f7b16240b1d,English,Lincoln Heritage Database (Sources),Primary,2232,,Article,,,,,,,,,
107,043e0733-d98b-4ac8-954c-9f7b16240b1d,,English,,,,,,,,,,English,,,,,,,,,,,,,,
108,04659162-0739-467f-86d4-72580354d246,"Mills, D.",English,Society for Lincolnshire History and Archaeology,2001.0,,,,,"A common question. Were Wigford, Canwick and Bracebridge parts of a single early estate?",,04659162-0739-467f-86d4-72580354d246,English,Lincoln Heritage Database (Sources),Primary,1665,,Article,,,,,,,,,
109,04659162-0739-467f-86d4-72580354d246,,English,,,,,,,,,,English,,,,,,,,,,,,,,
110,04718d18-84bd-4567-8804-c97ab8d15ffb,"Hockley, J.",English,City of Lincoln Archaeology Unit,1992.0,,,,,"Proposed foodstore: Nettleham/Searby Roads, Lincoln. Archaeological and historical study,",,04718d18-84bd-4567-8804-c97ab8d15ffb,English,Lincoln Heritage Database (Sources),Primary,1207,,Deskbased Survey Report,,,,,,,,,
111,04718d18-84bd-4567-8804-c97ab8d15ffb,,English,,,,,,,,,,English,,,,,,,,,,,,,,
112,0488023a-1473-4cc4-9ade-c985418de2e8,,English,,1979.0,,,,,Technological finds from Anglo-Scandinavian levels,,0488023a-1473-4cc4-9ade-c985418de2e8,English,Lincoln Heritage Database (Sources),Primary,652,,Report,,,,,,,,,
113,0488023a-1473-4cc4-9ade-c985418de2e8,,English,,,,,,,,,,English,,,,,,,,,,,,,,
114,048d3118-7ddc-488e-960f-7f5417ce6704,"Jarvis, M.",English,City of Lincoln Archaeology Unit,2000.0,,,,,"29 Steep Hill, Lincoln.  Archaeological Recording in conjunction with geotechnical trial pit investigations",,048d3118-7ddc-488e-960f-7f5417ce6704,English,Lincoln Heritage Database (Sources),Primary,1478,,Watching Brief Report,,,,,,,,,
115,048d3118-7ddc-488e-960f-7f5417ce6704,,English,,,,,,,,,,English,,,,,,,,,,,,,,
116,048e9e52-6df9-43ef-a87a-ba505f19ca89,"Rogerson, A. and Dallas, C.",English,Norfolk Archaeological Unit,1984.0,,,,,The pottery,,048e9e52-6df9-43ef-a87a-ba505f19ca89,English,Lincoln Heritage Database (Sources),Primary,923,,Excavation Report,,,,,,,,,
117,048e9e52-6df9-43ef-a87a-ba505f19ca89,,English,,,,,,,,,,English,,,,,,,,,,,,,,
118,04909e9a-a65c-4096-ad35-c3d76fff8ecb,"Ussher, W. A. E. Jukes-Brown, A. J. and Strahan, A.",English,,1888.0,,,,,The geology of the country around Lincoln,,04909e9a-a65c-4096-ad35-c3d76fff8ecb,English,Lincoln Heritage Database (Sources),Primary,477,,Volume,,,,,,,,,
119,04909e9a-a65c-4096-ad35-c3d76fff8ecb,,English,,,,,,,,,,English,,,,,,,,,,,,,,
120,04c1d954-2971-4dfe-b3c6-a3024a0d44a3,Leigh D J,English,Northamptonshire Archaeology,2011.0,,,,,"An archaeological watching brief on land at West Common, Carholme Road, Lincoln",,04c1d954-2971-4dfe-b3c6-a3024a0d44a3,English,Lincoln Heritage Database (Sources),Primary,2947,,Watching Brief Report,,,,,,,,,
121,04c1d954-2971-4dfe-b3c6-a3024a0d44a3,,English,,,,,,,,,,English,,,,,,,,,,,,,,
122,04c8685c-9483-4eb2-badf-b74d0e69966a,,English,Society for Lincolnshire History and Archaeology,1998.0,,,,,Lincoln: rear of 5/6 Eastgate,,04c8685c-9483-4eb2-badf-b74d0e69966a,English,Lincoln Heritage Database (Sources),Primary,1621,,Article,,,,,,,,,
123,04c8685c-9483-4eb2-badf-b74d0e69966a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
124,04e03ab0-3113-4e53-a9b9-43385f201ae4,"Lane, A.",English,PCAS Archaeology,2014.0,,,,,"No. 37 Cecil Street, Lincoln. Scheme of Archaeological Monitoring and Recording",,04e03ab0-3113-4e53-a9b9-43385f201ae4,English,Lincoln Heritage Database (Sources),Primary,2996,,Watching Brief Report,,,,,,,,,
125,04e03ab0-3113-4e53-a9b9-43385f201ae4,,English,,,,,,,,,,English,,,,,,,,,,,,,,
126,04ec2ea5-d897-40b1-8a5f-245b343f1283,"Jones, Michael",English,Lincoln Archaeological Trust,1980.0,,,,,Watching briefs,,04ec2ea5-d897-40b1-8a5f-245b343f1283,English,Lincoln Heritage Database (Sources),Primary,276,,Article,,,,,,,,,
127,04ec2ea5-d897-40b1-8a5f-245b343f1283,,English,,,,,,,,,,English,,,,,,,,,,,,,,
